sku,product_name,category,units_sold,ending_inventory,sell_through_rate,estimated_weekly_demand,reorder_point,recommended_reorder_qty,recommendation
21915,RED  HARMONICA IN BOX ,home decor,21933,31,0.9985885995264979,411.61126005361933,2469.667560321716,2439.0,Reorder immediately
22386,JUMBO BAG PINK POLKADOT,bags,21465,72,0.9966569160050146,402.828418230563,2416.970509383378,2345.0,Reorder immediately
23203,JUMBO BAG DOILEY PATTERNS,bags,20503,78,0.9962100966911229,384.774798927614,2308.6487935656837,2231.0,Reorder immediately
84946,ANTIQUE SILVER TEA GLASS ETCHED,kitchen,19246,13,0.9993249909133393,361.1849865951743,2167.109919571046,2154.0,Reorder immediately
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,seasonal,19355,71,0.9963451044991248,363.230563002681,2179.3833780160858,2108.0,Reorder immediately
20725,LUNCH BAG RED RETROSPOT,bags,19553,98,0.9950129764388581,366.9463806970509,2201.6782841823056,2104.0,Reorder immediately
47566,PARTY BUNTING,kitchen,18295,62,0.9966225418096639,343.33780160857907,2060.0268096514747,1998.0,Reorder immediately
22469,HEART OF WICKER SMALL,home decor,17971,33,0.9981670739835592,337.2573726541555,2023.5442359249332,1991.0,Reorder immediately
84991,60 TEATIME FAIRY CAKE CASES,kitchen,18214,69,0.996226002297216,341.8176943699732,2050.906166219839,1982.0,Reorder immediately
22355,CHARLOTTE BAG SUKI DESIGN,home decor,18152,72,0.9960491659350307,340.65415549597856,2043.9249329758713,1972.0,Reorder immediately
20724,RED RETROSPOT CHARLOTTE BAG,bags,17765,74,0.9958517854139806,333.39142091152814,2000.3485254691689,1926.0,Reorder immediately
85099F,JUMBO BAG STRAWBERRY,bags,17273,52,0.996998556998557,324.15817694369974,1944.9490616621983,1893.0,Reorder immediately
22961,JAM MAKING SET PRINTED,sets,16412,26,0.9984182990631464,308.0,1848.0,1822.0,Reorder immediately
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,home decor,16449,72,0.9956419102959869,308.69436997319036,1852.1662198391423,1780.0,Reorder immediately
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,home decor,16244,58,0.9964421543368912,304.84718498659515,1829.083109919571,1771.0,Reorder immediately
22952,60 CAKE CASES VINTAGE CHRISTMAS,kitchen,16079,69,0.9957270250185781,301.75067024128685,1810.5040214477212,1742.0,Reorder immediately
23199,JUMBO BAG APPLES,bags,14920,10,0.999330207635633,280.0,1680.0,1670.0,Reorder immediately
22151,PLACE SETTING WHITE HEART,home decor,15150,44,0.9971041200473871,284.3163538873995,1705.898123324397,1662.0,Reorder immediately
21213,PACK OF 72 SKULL CAKE CASES,kitchen,15176,48,0.9968470835522859,284.8042895442359,1708.8257372654157,1661.0,Reorder immediately
22629,SPACEBOY LUNCH BOX ,home decor,14260,23,0.998389694041868,267.61394101876675,1605.6836461126004,1583.0,Reorder immediately
21731,RED TOADSTOOL LED NIGHT LIGHT,home decor,14009,19,0.9986455660108354,262.9034852546917,1577.42091152815,1558.0,Reorder immediately
21790,VINTAGE SNAP CARDS,gift/decorative,14528,94,0.9935713308712898,272.64343163538877,1635.8605898123326,1542.0,Reorder immediately
71459,HANGING JAM JAR T-LIGHT HOLDER,home decor,13605,18,0.9986787051310284,255.32171581769438,1531.9302949061662,1514.0,Reorder immediately
84568,GIRLS ALPHABET IRON ON PATCHES ,other,13882,60,0.9956964567493903,260.52010723860593,1563.1206434316355,1503.0,Reorder immediately
20719,WOODLAND CHARLOTTE BAG,bags,13308,24,0.9981998199819982,249.7479892761394,1498.4879356568365,1474.0,Reorder immediately
85099C,JUMBO  BAG BAROQUE BLACK WHITE,bags,13922,95,0.9932225155168724,261.2707774798928,1567.6246648793567,1473.0,Reorder immediately
22423,REGENCY CAKESTAND 3 TIER,kitchen,13879,97,0.9930595306239267,260.4638069705094,1562.7828418230563,1466.0,Reorder immediately
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,sets,13210,33,0.9975081174960356,247.9088471849866,1487.4530831099196,1454.0,Reorder immediately
21931,JUMBO STORAGE BAG SUKI,home decor,13654,99,0.9928015705664218,256.2412868632708,1537.4477211796248,1438.0,Reorder immediately
84992,72 SWEETHEART FAIRY CAKE CASES,home decor,13360,66,0.9950841650528824,250.72386058981235,1504.343163538874,1438.0,Reorder immediately
23201,JUMBO BAG ALPHABET,bags,13379,79,0.9941298855699212,251.0804289544236,1506.4825737265417,1427.0,Reorder immediately
23209,LUNCH BAG DOILEY PATTERN ,bags,13189,62,0.9953211078409177,247.514745308311,1485.088471849866,1423.0,Reorder immediately
16014,SMALL CHINESE STYLE SCISSOR,other,13328,97,0.9927746741154563,250.12332439678283,1500.739946380697,1404.0,Reorder immediately
22969,HOMEMADE JAM SCENTED CANDLES,home decor,12532,11,0.9991230168221319,235.18498659517428,1411.1099195710458,1400.0,Reorder immediately
22993,SET OF 4 PANTRY JELLY MOULDS,kitchen,12672,50,0.9960698003458576,237.8123324396783,1426.8739946380697,1377.0,Reorder immediately
20668,DISCO BALL CHRISTMAS DECORATION,home decor,12979,90,0.9931134746346316,243.57372654155498,1461.44235924933,1371.0,Reorder immediately
20727,LUNCH BAG  BLACK SKULL.,bags,12240,18,0.9985315712187959,229.70509383378015,1378.2305630026808,1360.0,Reorder immediately
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,other,12602,66,0.9947900221029365,236.4986595174263,1418.9919571045577,1353.0,Reorder immediately
22383,LUNCH BAG SUKI  DESIGN ,home decor,12552,75,0.9940603468757424,235.5603217158177,1413.3619302949062,1338.0,Reorder immediately
23310,BUBBLEGUM RING ASSORTED,other,12050,24,0.9980122577439126,226.13941018766755,1356.8364611260054,1333.0,Reorder immediately
84978,HANGING HEART JAR T-LIGHT HOLDER,home decor,12512,83,0.9934100833664152,234.80965147453082,1408.857908847185,1326.0,Reorder immediately
22998,TRAVEL CARD WALLET KEEP CALM,gift/decorative,12490,88,0.9930036571792018,234.39678284182307,1406.3806970509384,1318.0,Reorder immediately
21175,GIN + TONIC DIET METAL SIGN,home decor,12225,62,0.99495401644014,229.4235924932976,1376.5415549597856,1315.0,Reorder immediately
21181,PLEASE ONE PERSON METAL SIGN,home decor,12305,72,0.9941827583420861,230.92493297587131,1385.5495978552278,1314.0,Reorder immediately
21137,BLACK RECORD COVER FRAME,home decor,11656,17,0.9985436477340872,218.74530831099196,1312.4718498659518,1295.0,Reorder immediately
21975,PACK OF 60 DINOSAUR CAKE CASES,kitchen,12340,95,0.9923602734217933,231.58176943699732,1389.490616621984,1294.0,Reorder immediately
22630,DOLLY GIRL LUNCH BOX,home decor,11793,40,0.9966196230879744,221.31635388739946,1327.8981233243967,1288.0,Reorder immediately
23206,LUNCH BAG APPLE DESIGN,home decor,12183,87,0.9929095354523227,228.6353887399464,1371.8123324396784,1285.0,Reorder immediately
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,home decor,12063,74,0.993902941418802,226.3833780160858,1358.3002680965149,1284.0,Reorder immediately
22659,LUNCH BOX I LOVE LONDON,home decor,11523,22,0.9980944131658727,216.24932975871315,1297.4959785522788,1275.0,Reorder immediately
21232,STRAWBERRY CERAMIC TRINKET BOX,home decor,11854,74,0.993796109993293,222.46112600536193,1334.7667560321715,1261.0,Reorder immediately
20728,LUNCH BAG CARS BLUE,bags,11817,97,0.9918583179452745,221.7667560321716,1330.6005361930297,1234.0,Reorder immediately
20713,JUMBO BAG OWLS,bags,11444,98,0.991509270490383,214.7667560321716,1288.6005361930297,1191.0,Reorder immediately
20971,PINK BLUE FELT CRAFT TRINKET BOX,home decor,11001,53,0.9952053555274109,206.45308310991956,1238.7184986595173,1186.0,Reorder immediately
21326,AGED GLASS SILVER T-LIGHT HOLDER,home decor,10583,10,0.9990559803643916,198.60857908847186,1191.6514745308311,1182.0,Reorder immediately
21929,JUMBO BAG PINK VINTAGE PAISLEY,bags,11007,58,0.9947582467239042,206.5656836461126,1239.3941018766757,1181.0,Reorder immediately
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,home decor,10557,13,0.9987701040681173,198.1206434316354,1188.7238605898124,1176.0,Reorder immediately
23202,JUMBO BAG VINTAGE LEAF,bags,10962,68,0.9938349954669085,205.72117962466487,1234.3270777479893,1166.0,Reorder immediately
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,seasonal,10604,30,0.9971788602595448,199.00268096514745,1194.0160857908847,1164.0,Reorder immediately
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,seasonal,10462,26,0.9975209763539283,196.3378016085791,1178.0268096514747,1152.0,Reorder immediately
22384,LUNCH BAG PINK POLKADOT,bags,10515,47,0.9955500852111343,197.33243967828417,1183.9946380697052,1137.0,Reorder immediately
21928,JUMBO BAG SCANDINAVIAN PAISLEY,bags,10473,43,0.9959109927729175,196.544235924933,1179.265415549598,1136.0,Reorder immediately
21166,COOK WITH WINE METAL SIGN ,home decor,10364,39,0.9962510814188215,194.4986595174263,1166.9919571045577,1128.0,Reorder immediately
79321,CHILLI LIGHTS,home decor,10306,33,0.9968082019537673,193.41018766756034,1160.461126005362,1127.0,Reorder immediately
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,home decor,10610,70,0.9934456928838952,199.1152815013405,1194.6916890080429,1125.0,Reorder immediately
22382,LUNCH BAG SPACEBOY DESIGN ,home decor,10464,56,0.9946768060836502,196.37533512064343,1178.2520107238606,1122.0,Reorder immediately
23344,JUMBO BAG 50'S CHRISTMAS ,bags,10306,52,0.9949797258157945,193.41018766756034,1160.461126005362,1108.0,Reorder immediately
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,kitchen,10253,50,0.995147044550131,192.41554959785523,1154.4932975871313,1104.0,Reorder immediately
21498,RED RETROSPOT WRAP ,gift/decorative,10551,85,0.9920082737871381,198.00804289544237,1188.0482573726542,1103.0,Reorder immediately
23077,DOUGHNUT LIP GLOSS ,other,10415,92,0.991243932616351,195.45576407506704,1172.7345844504023,1081.0,Reorder immediately
84212,"ASSORTED FLOWER COLOUR ""LEIS""",home decor,10315,87,0.9916362238031148,193.57908847184987,1161.4745308310992,1074.0,Reorder immediately
20712,JUMBO BAG WOODLAND ANIMALS,bags,9773,35,0.996431484502447,183.40750670241286,1100.445040214477,1065.0,Reorder immediately
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,home decor,9476,11,0.998840518604406,177.8337801608579,1067.0026809651474,1056.0,Reorder immediately
22610,PENS ASSORTED FUNNY FACE,stationery,9608,32,0.9966804979253112,180.31099195710456,1081.8659517426274,1050.0,Reorder immediately
20723,STRAWBERRY CHARLOTTE BAG,bags,9798,54,0.9945188794153471,183.87667560321717,1103.260053619303,1049.0,Reorder immediately
22699,ROSES REGENCY TEACUP AND SAUCER ,kitchen,9877,70,0.9929627023223082,185.3592493297587,1112.1554959785522,1042.0,Reorder immediately
21703,BAG 125g SWIRLY MARBLES,bags,9390,17,0.9981928351227809,176.21983914209116,1057.319034852547,1040.0,Reorder immediately
20726,LUNCH BAG WOODLAND,bags,9933,80,0.9920103864975531,186.41018766756034,1118.461126005362,1038.0,Reorder immediately
22470,HEART OF WICKER LARGE,home decor,9901,90,0.9909918927034331,185.80965147453082,1114.857908847185,1025.0,Reorder immediately
22356,CHARLOTTE BAG PINK POLKADOT,bags,9719,70,0.9928491163550924,182.39410187667562,1094.3646112600536,1024.0,Reorder immediately
22988,SOLDIERS EGG CUP ,kitchen,9137,17,0.9981428883548176,171.47184986595175,1028.8310991957105,1012.0,Reorder immediately
22077,6 RIBBONS RUSTIC CHARM,gift/decorative,9183,33,0.9964192708333334,172.33512064343165,1034.01072386059,1001.0,Reorder immediately
22489,PACK OF 12 TRADITIONAL CRAYONS,sets,9721,96,0.9902210451258022,182.43163538873995,1094.5898123324396,999.0,Reorder immediately
82482,WOODEN PICTURE FRAME WHITE FINISH,home decor,9006,20,0.9977841790383337,169.01340482573727,1014.0804289544236,994.0,Reorder immediately
21094,SET/6 RED SPOTTY PAPER PLATES,kitchen,8758,27,0.9969265793966989,164.3592493297587,986.1554959785523,959.0,Reorder immediately
21985,PACK OF 12 HEARTS DESIGN TISSUES ,home decor,8803,35,0.9960398280153882,165.20375335120644,991.2225201072387,956.0,Reorder immediately
23232,WRAP VINTAGE PETALS  DESIGN,home decor,8626,17,0.9980330903621428,161.88203753351206,971.2922252010724,954.0,Reorder immediately
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,kitchen,8706,29,0.9966800228963938,163.3833780160858,980.3002680965149,951.0,Reorder immediately
22741,FUNKY DIVA PEN,stationery,8547,12,0.9985979670522257,160.39946380697052,962.3967828418231,950.0,Reorder immediately
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,seasonal,8987,65,0.9928192664604507,168.656836461126,1011.9410187667561,947.0,Reorder immediately
84970S,HANGING HEART ZINC T-LIGHT HOLDER,home decor,8905,62,0.9930857588937214,167.11796246648794,1002.7077747989276,941.0,Reorder immediately
21497,FANCY FONTS BIRTHDAY WRAP,gift/decorative,8600,28,0.9967547519703291,161.39410187667562,968.3646112600537,940.0,Reorder immediately
22457,NATURAL SLATE HEART CHALKBOARD ,home decor,9172,96,0.9896417781614156,172.12868632707776,1032.7721179624666,937.0,Reorder immediately
16045,POPART WOODEN PENCILS ASST,stationery,8900,69,0.9923068346526926,167.0241286863271,1002.1447721179625,933.0,Reorder immediately
23293,SET OF 12 FAIRY CAKE BAKING CASES,kitchen,8486,28,0.9967112990368804,159.25469168900804,955.5281501340482,928.0,Reorder immediately
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,home decor,8560,43,0.9950017435778217,160.64343163538874,963.8605898123324,921.0,Reorder immediately
85152,HAND OVER THE CHOCOLATE   SIGN ,home decor,8272,13,0.9984308992154496,155.23860589812332,931.43163538874,918.0,Reorder immediately
21787,RAIN PONCHO RETROSPOT,other,8878,83,0.9907376408882937,166.6112600536193,999.6675603217159,917.0,Reorder immediately
22385,JUMBO BAG SPACEBOY DESIGN,home decor,8671,60,0.9931279349444508,162.7265415549598,976.3592493297588,916.0,Reorder immediately
22189,CREAM HEART CARD HOLDER,home decor,8291,24,0.9971136500300661,155.5951742627346,933.5710455764075,910.0,Reorder immediately
22960,JAM MAKING SET WITH JARS,kitchen,8706,80,0.9908946050534942,163.3833780160858,980.3002680965149,900.0,Reorder immediately
23301,GARDENERS KNEELING PAD KEEP CALM ,other,8825,97,0.9891279982066801,165.6166219839142,993.6997319034851,897.0,Reorder immediately
22558,CLOTHES PEGS RETROSPOT PACK 24 ,sets,8689,82,0.9906510090069547,163.06434316353887,978.3860589812332,896.0,Reorder immediately
22560,TRADITIONAL MODELLING CLAY,other,8168,26,0.9968269465462534,153.28686327077747,919.7211796246648,894.0,Reorder immediately
22417,PACK OF 60 SPACEBOY CAKE CASES,kitchen,8426,63,0.9925786311697491,158.12868632707776,948.7721179624666,886.0,Reorder immediately
23076,ICE CREAM SUNDAE LIP GLOSS,other,8100,27,0.9966777408637874,152.01072386058982,912.064343163539,885.0,Reorder immediately
22727,ALARM CLOCK BAKELIKE RED ,home decor,7815,14,0.9982117767275515,146.6621983914209,879.9731903485253,866.0,Reorder immediately
23207,LUNCH BAG ALPHABET DESIGN,home decor,7851,21,0.9973323170731707,147.3378016085791,884.0268096514747,863.0,Reorder immediately
23298,SPOTTY BUNTING,kitchen,8473,92,0.9892586106246352,159.01072386058982,954.064343163539,862.0,Reorder immediately
22666,RECIPE BOX PANTRY YELLOW DESIGN,home decor,8276,71,0.9914939499221277,155.313672922252,931.8820375335121,861.0,Reorder immediately
22865,HAND WARMER OWL DESIGN,home decor,8498,99,0.9884843550075608,159.4798927613941,956.8793565683645,858.0,Reorder immediately
23309,SET OF 60 I LOVE LONDON CAKE CASES ,kitchen,8332,80,0.990489776509748,156.36461126005364,938.1876675603219,858.0,Reorder immediately
23204,CHARLOTTE BAG APPLES DESIGN,home decor,7976,42,0.9947617859815415,149.68364611260054,898.1018766756033,856.0,Reorder immediately
21891,TRADITIONAL WOODEN SKIPPING ROPE,other,8145,64,0.9922036788890243,152.85522788203752,917.1313672922251,853.0,Reorder immediately
22467,GUMBALL COAT RACK,other,7962,53,0.9933873986275733,149.42091152815013,896.5254691689008,844.0,Reorder immediately
22029,SPACEBOY BIRTHDAY CARD,gift/decorative,8185,95,0.9885265700483091,153.6058981233244,921.6353887399464,827.0,Reorder immediately
21733,RED HANGING HEART T-LIGHT HOLDER,home decor,7882,65,0.9918208128853655,147.91957104557642,887.5174262734586,823.0,Reorder immediately
22551,PLASTERS IN TIN SPACEBOY,kitchen,8082,90,0.9889867841409692,151.67292225201072,910.0375335120643,820.0,Reorder immediately
22791,T-LIGHT GLASS FLUTED ANTIQUE,home decor,8027,86,0.9893997288302724,150.6407506702413,903.8445040214477,818.0,Reorder immediately
21914,BLUE HARMONICA IN BOX ,home decor,7879,70,0.9911938608630017,147.8632707774799,887.1796246648794,817.0,Reorder immediately
22951,60 CAKE CASES DOLLY GIRL DESIGN,home decor,7518,33,0.9956297179181566,141.08847184986595,846.5308310991957,814.0,Reorder immediately
23231,WRAP DOILEY DESIGN,home decor,7277,10,0.9986276931521888,136.5656836461126,819.3941018766757,809.0,Reorder immediately
23230,WRAP ALPHABET DESIGN,home decor,8001,94,0.9883878937615812,150.15281501340482,900.9168900804289,807.0,Reorder immediately
21791,VINTAGE HEADS AND TAILS CARD GAME ,gift/decorative,7889,87,0.9890922768304915,148.05093833780163,888.3056300268097,801.0,Reorder immediately
21918,SET 12 KIDS COLOUR  CHALK STICKS,sets,7200,10,0.9986130374479889,135.1206434316354,810.7238605898124,801.0,Reorder immediately
22554,PLASTERS IN TIN WOODLAND ANIMALS,kitchen,7813,82,0.9896136795440152,146.62466487935657,879.7479892761394,798.0,Reorder immediately
84692,BOX OF 24 COCKTAIL PARASOLS,home decor,7908,97,0.9878825733916302,148.40750670241286,890.4450402144771,793.0,Reorder immediately
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,home decor,7493,66,0.9912686863341712,140.61930294906168,843.7158176943701,778.0,Reorder immediately
21982,PACK OF 12 SUKI TISSUES ,sets,7612,87,0.9886998311469022,142.85254691689008,857.1152815013404,770.0,Reorder immediately
22966,GINGERBREAD MAN COOKIE CUTTER,other,7448,69,0.9908208061726753,139.77479892761394,838.6487935656837,770.0,Reorder immediately
22090,PAPER BUNTING RETROSPOT,kitchen,7564,84,0.9890167364016736,141.95174262734585,851.710455764075,768.0,Reorder immediately
21499,BLUE POLKADOT WRAP,gift/decorative,6952,18,0.9974175035868006,130.46648793565683,782.798927613941,765.0,Reorder immediately
21086,SET/6 RED SPOTTY PAPER CUPS,kitchen,7137,45,0.993734335839599,133.93833780160858,803.6300268096516,759.0,Reorder immediately
23300,GARDENERS KNEELING PAD CUP OF TEA ,kitchen,6827,10,0.9985373701916045,128.1206434316354,768.7238605898124,759.0,Reorder immediately
M,Manual,other,7224,55,0.992444017035307,135.5710455764075,813.4262734584449,758.0,Reorder immediately
22697,GREEN REGENCY TEACUP AND SAUCER,kitchen,7302,68,0.9907734056987788,137.03485254691688,822.2091152815012,754.0,Reorder immediately
23200,JUMBO BAG PEARS,bags,7071,44,0.9938158819395643,132.69973190348526,796.1983914209115,752.0,Reorder immediately
22379,RECYCLING BAG RETROSPOT ,bags,6910,27,0.9961078275911778,129.67828418230565,778.0697050938338,751.0,Reorder immediately
82583,HOT BATHS METAL SIGN,home decor,7306,73,0.990107060577314,137.10991957104557,822.6595174262734,750.0,Reorder immediately
23170,REGENCY TEA PLATE ROSES ,kitchen,6869,29,0.9957958828645984,128.9088471849866,773.4530831099196,744.0,Reorder immediately
23078,ICE CREAM PEN LIP GLOSS ,stationery,6831,31,0.9954823666569513,128.19571045576407,769.1742627345844,738.0,Reorder immediately
20972,PINK CREAM FELT CRAFT TRINKET BOX ,home decor,7362,99,0.9867310012062727,138.1608579088472,828.9651474530831,730.0,Reorder immediately
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,home decor,6635,27,0.9959471630141099,124.51742627345845,747.1045576407507,720.0,Reorder immediately
75049L,LARGE CIRCULAR MIRROR MOBILE,home decor,7114,82,0.9886047804335742,133.50670241286863,801.0402144772117,719.0,Reorder immediately
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,home decor,6847,52,0.9924626757501087,128.4959785522788,770.9758713136729,719.0,Reorder immediately
16161P,WRAP ENGLISH ROSE ,gift/decorative,7226,97,0.9867540625426737,135.60857908847186,813.6514745308311,717.0,Reorder immediately
82494L,WOODEN FRAME ANTIQUE WHITE ,home decor,6749,43,0.9936690223792697,126.656836461126,759.9410187667561,717.0,Reorder immediately
22662,LUNCH BAG DOLLY GIRL DESIGN,home decor,6724,41,0.9939393939393939,126.18766756032171,757.1260053619303,716.0,Reorder immediately
21980,PACK OF 12 RED RETROSPOT TISSUES ,sets,6687,37,0.9944973230220107,125.49329758713137,752.9597855227883,716.0,Reorder immediately
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,home decor,6750,50,0.9926470588235294,126.67560321715818,760.0536193029491,710.0,Reorder immediately
22726,ALARM CLOCK BAKELIKE GREEN,home decor,6430,14,0.9978274363749224,120.67024128686327,724.0214477211796,710.0,Reorder immediately
20974,12 PENCILS SMALL TUBE SKULL,stationery,6983,79,0.9888133673180403,131.04825737265415,786.289544235925,707.0,Reorder immediately
20975,12 PENCILS SMALL TUBE RED RETROSPOT,stationery,6640,41,0.9938631941326149,124.6112600536193,747.6675603217159,707.0,Reorder immediately
21829,DINOSAUR KEYRINGS ASSORTED,other,6873,75,0.9892055267702936,128.98391420911528,773.9034852546918,699.0,Reorder immediately
23245,SET OF 3 REGENCY CAKE TINS,kitchen,6357,26,0.9959266802443992,119.30026809651474,715.8016085790885,690.0,Reorder immediately
22045,SPACEBOY GIFT WRAP,gift/decorative,6552,49,0.9925768822905621,122.95978552278821,737.7587131367293,689.0,Reorder immediately
23171,REGENCY TEA PLATE GREEN ,kitchen,6247,17,0.9972860791826309,117.23592493297588,703.4155495978553,686.0,Reorder immediately
22595,CHRISTMAS GINGHAM HEART,home decor,6801,81,0.9882301656495205,127.63270777479893,765.7962466487936,685.0,Reorder immediately
23208,LUNCH BAG VINTAGE LEAF DESIGN,home decor,6342,29,0.9954481243132947,119.01876675603218,714.1126005361931,685.0,Reorder immediately
22065,CHRISTMAS PUDDING TRINKET POT ,seasonal,6751,79,0.9884333821376281,126.69436997319035,760.1662198391421,681.0,Reorder immediately
84378,SET OF 3 HEART COOKIE CUTTERS,home decor,6350,41,0.9935847285244875,119.16890080428955,715.0134048257373,674.0,Reorder immediately
22740,POLKADOT PEN,stationery,6842,97,0.9860210404957487,128.40214477211796,770.4128686327078,673.0,Reorder immediately
21121,SET/10 RED POLKADOT PARTY CANDLES,home decor,6634,76,0.9886736214605067,124.49865951742628,746.9919571045576,671.0,Reorder immediately
22907,PACK OF 20 NAPKINS PANTRY DESIGN,home decor,6587,76,0.9885937265496023,123.61662198391421,741.6997319034853,666.0,Reorder immediately
22867,HAND WARMER BIRD DESIGN,home decor,6441,59,0.9909230769230769,120.87667560321717,725.260053619303,666.0,Reorder immediately
22418,10 COLOUR SPACEBOY PEN,stationery,6564,76,0.9885542168674699,123.18498659517427,739.1099195710456,663.0,Reorder immediately
23343,JUMBO BAG VINTAGE CHRISTMAS ,bags,6081,24,0.9960687960687961,114.12064343163539,684.7238605898124,661.0,Reorder immediately
15034,PAPER POCKET TRAVELING FAN ,stationery,6591,84,0.9874157303370786,123.6916890080429,742.1501340482574,658.0,Reorder immediately
22866,HAND WARMER SCOTTY DOG DESIGN,home decor,6632,91,0.986464376022609,124.46112600536193,746.7667560321715,656.0,Reorder immediately
21231,SWEETHEART CERAMIC TRINKET BOX,home decor,6063,29,0.9952396585686146,113.7828418230563,682.6970509383378,654.0,Reorder immediately
82484,WOOD BLACK BOARD ANT WHITE FINISH,other,6020,24,0.9960291197882197,112.97587131367293,677.8552278820375,654.0,Reorder immediately
22561,WOODEN SCHOOL COLOURING SET,sets,5888,10,0.9983045100033909,110.49865951742628,662.9919571045576,653.0,Reorder immediately
82580,BATHROOM METAL SIGN,home decor,5883,14,0.9976259114804138,110.40482573726541,662.4289544235925,648.0,Reorder immediately
22440,BALLOON WATER BOMB PACK OF 35,sets,6034,32,0.9947246950214309,113.23860589812332,679.43163538874,647.0,Reorder immediately
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,kitchen,5884,16,0.9972881355932204,110.42359249329759,662.5415549597856,647.0,Reorder immediately
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,kitchen,6372,71,0.988980288685395,119.58176943699732,717.4906166219839,646.0,Reorder immediately
22609,PENS ASSORTED SPACEBALL,stationery,5946,26,0.9956463496316142,111.58713136729223,669.5227882037534,644.0,Reorder immediately
22555,PLASTERS IN TIN STRONGMAN,kitchen,6023,35,0.9942225156817431,113.03217158176943,678.1930294906166,643.0,Reorder immediately
22149,FELTCRAFT 6 FLOWER FRIENDS,home decor,6078,43,0.9929750040843,114.06434316353888,684.3860589812333,641.0,Reorder immediately
21930,JUMBO STORAGE BAG SKULLS,home decor,6450,87,0.9866911427260211,121.0455764075067,726.2734584450402,639.0,Reorder immediately
21889,WOODEN BOX OF DOMINOES,home decor,6402,84,0.9870490286771508,120.14477211796248,720.8686327077749,637.0,Reorder immediately
21210,SET OF 72 RETROSPOT PAPER  DOILIES,sets,5812,18,0.9969125214408233,109.07238605898124,654.4343163538874,636.0,Reorder immediately
21500,PINK POLKADOT WRAP ,gift/decorative,6350,80,0.9875583203732504,119.16890080428955,715.0134048257373,635.0,Reorder immediately
