CustomerID,Segment,Recency,Frequency,Monetary,RFM_Score
12582.0,At Risk,239,2,511.36,122
12583.0,VIP,3,15,7281.38,444
12584.0,VIP,4,9,2338.15,444
12585.0,At Risk,234,2,2040.1,124
12586.0,Regular,17,1,196.94000000000003,411
12587.0,Regular,8,1,144.0,411
12588.0,Regular,39,1,214.89999999999998,311
12589.0,Regular,29,2,646.68,322
12590.0,At Risk,211,2,9864.26,124
12591.0,At Risk,317,1,452.84999999999997,112
12592.0,At Risk,92,2,437.6,222
12593.0,At Risk,109,3,418.09999999999997,232
12594.0,VIP,38,10,3338.2200000000003,344
12596.0,Regular,51,2,618.27,322
12597.0,Regular,19,4,3811.22,334
12598.0,VIP,10,8,3023.08,444
12599.0,Regular,29,7,1032.58,343
12600.0,VIP,29,10,2599.04,344
12601.0,At Risk,190,5,577.0600000000001,132
12602.0,At Risk,59,1,153.12,211
12603.0,Regular,22,1,739.1999999999999,313
12604.0,At Risk,79,2,254.18,221
12607.0,At Risk,60,1,1579.51,213
12609.0,At Risk,78,3,1126.85,233
12610.0,Regular,23,5,2099.54,334
12611.0,At Risk,52,1,1193.32,213
12612.0,At Risk,74,1,704.0400000000001,213
12613.0,At Risk,57,5,3344.38,234
12614.0,At Risk,278,1,315.6,112
12615.0,VIP,2,4,2291.19,434
12616.0,At Risk,95,2,713.3,223
12617.0,Regular,29,1,355.53,312
12618.0,Regular,22,1,177.31,311
12619.0,VIP,16,9,3641.24,444
12620.0,Regular,15,3,1339.41,433
12621.0,VIP,2,20,13689.67,444
12622.0,At Risk,232,1,180.1,111
12623.0,At Risk,276,1,305.1,111
12624.0,At Risk,106,2,641.13,222
12625.0,At Risk,212,2,2683.82,124
12626.0,VIP,23,9,6620.48,344
12627.0,VIP,11,7,4478.53,444
12628.0,Regular,4,3,786.46,433
12630.0,Regular,10,2,1270.88,423
12631.0,At Risk,57,1,640.5,212
12633.0,At Risk,59,4,2163.98,234
12635.0,At Risk,90,2,1689.18,224
12637.0,At Risk,67,8,6021.9,244
12638.0,Regular,33,1,671.69,312
12639.0,At Risk,239,1,486.1,112
12640.0,Regular,24,3,1174.58,333
12641.0,At Risk,115,1,185.9,211
12642.0,Regular,25,3,1013.26,333
12643.0,At Risk,128,6,3344.64,244
12644.0,At Risk,130,1,477.91,212
12645.0,Regular,34,4,1775.18,334
12646.0,Regular,5,2,1346.97,423
12647.0,VIP,22,12,3722.82,344
12648.0,At Risk,155,1,318.05,112
12649.0,At Risk,107,3,623.51,232
12650.0,Regular,3,1,314.44,412
12651.0,At Risk,335,1,114.0,111
12652.0,At Risk,331,1,919.98,113
12653.0,At Risk,149,2,2209.85,124
12654.0,Regular,11,5,601.98,432
12656.0,VIP,17,5,4051.17,434
12657.0,Regular,11,4,1643.18,433
12658.0,Regular,19,1,686.05,313
12659.0,Regular,30,1,91.68,311
12660.0,Regular,11,1,245.1,411
12662.0,VIP,1,11,3849.78,444
12664.0,VIP,8,9,4881.88,444
12665.0,At Risk,325,1,63.0,111
12667.0,At Risk,58,1,620.13,212
12668.0,VIP,12,4,3807.15,434
12669.0,At Risk,151,3,2744.0299999999997,134
12670.0,VIP,10,5,2996.05,434
12672.0,At Risk,330,1,225.89999999999998,111
12673.0,Regular,5,2,610.52,422
12674.0,Regular,39,4,1970.6,334
12676.0,Regular,25,6,1331.39,343
12678.0,VIP,42,12,17628.46,344
12679.0,At Risk,59,4,1113.02,233
12680.0,Regular,1,4,862.81,433
12681.0,VIP,15,22,13787.54,444
12682.0,VIP,4,31,12288.22,444
12683.0,VIP,4,15,8476.57,444
12684.0,VIP,8,7,2283.63,444
12685.0,VIP,28,6,2863.08,344
12686.0,At Risk,372,1,89.14,111
12688.0,At Risk,114,1,4873.8099999999995,214
12689.0,Regular,26,2,1247.61,323
12690.0,At Risk,206,1,389.01,112
12691.0,Regular,28,6,1035.8,343
12693.0,At Risk,127,4,855.91,233
12694.0,At Risk,70,2,869.67,223
12695.0,Regular,7,4,582.1,432
12697.0,Regular,29,3,957.59,333
12700.0,VIP,8,4,4939.99,434
12701.0,At Risk,80,2,797.71,223
12702.0,Regular,20,1,219.0,311
12703.0,At Risk,71,1,283.55,211
12704.0,VIP,7,8,2340.84,444
12705.0,VIP,15,9,6868.29,444
12707.0,At Risk,292,1,603.42,112
12708.0,VIP,30,10,2712.91,344
12709.0,VIP,15,15,9736.52,444
12710.0,At Risk,97,3,1149.02,233
12712.0,VIP,29,13,4396.13,344
12713.0,Regular,1,1,848.55,413
12714.0,VIP,9,5,4708.86,434
12715.0,At Risk,106,1,353.86,212
12716.0,Regular,4,2,1053.49,423
12717.0,At Risk,151,2,1030.98,123
12718.0,At Risk,71,1,238.25,211
12719.0,Regular,5,2,644.95,422
12720.0,VIP,3,25,5781.73,444
12721.0,VIP,32,6,2656.13,344
12722.0,At Risk,85,4,997.63,233
12723.0,Regular,4,5,725.07,433
12724.0,Regular,5,4,1031.41,433
12725.0,At Risk,371,1,427.8,112
12726.0,VIP,28,7,2609.1,344
12727.0,VIP,11,7,3980.7,444
12728.0,At Risk,71,4,836.33,233
12729.0,At Risk,114,1,453.01,212
12731.0,VIP,24,12,18895.91,344
12732.0,At Risk,180,1,236.26000000000002,111
12733.0,At Risk,234,1,383.95,112
12734.0,At Risk,353,1,110.39999999999999,111
12735.0,At Risk,315,2,779.5699999999999,123
12736.0,At Risk,333,1,234.0,111
12738.0,At Risk,372,1,155.35,111
12739.0,At Risk,78,2,1013.04,223
12740.0,At Risk,64,1,427.6,212
12743.0,At Risk,134,2,546.43,222
12744.0,At Risk,52,7,21279.29,244
12747.0,VIP,2,11,4196.01,444
12748.0,VIP,1,209,33719.73,444
12749.0,VIP,4,5,4090.88,434
12750.0,At Risk,129,1,275.88,211
12752.0,At Risk,81,1,4366.78,214
12753.0,VIP,23,6,21429.39,344
12754.0,At Risk,236,3,3010.74,134
12755.0,At Risk,281,2,3811.95,124
12756.0,At Risk,87,1,112.07999999999998,211
12757.0,VIP,16,13,7857.1,444
12758.0,At Risk,117,2,2791.59,224
12759.0,At Risk,52,3,1531.44,233
12762.0,Regular,8,2,1898.52,424
12763.0,At Risk,138,2,494.08,222
12764.0,At Risk,317,1,1693.88,114
12766.0,VIP,4,7,6989.63,444
12769.0,At Risk,239,1,1143.6,113
12770.0,At Risk,211,1,1351.45,113
12772.0,At Risk,60,1,892.47,213
12775.0,Regular,17,5,1386.04,433
12778.0,Regular,20,6,822.23,343
12779.0,VIP,38,8,3981.36,344
12781.0,At Risk,64,2,826.74,223
12782.0,VIP,5,5,2330.92,434
12783.0,VIP,2,6,2225.91,444
12784.0,Regular,9,2,574.42,422
12785.0,At Risk,364,1,311.95,112
12787.0,Regular,10,3,463.66,432
12789.0,At Risk,65,1,91.85,211
12790.0,At Risk,192,1,324.92,112
12791.0,At Risk,374,1,192.60000000000002,111
12792.0,At Risk,257,1,400.53999999999996,112
12793.0,At Risk,335,2,545.48,122
12794.0,At Risk,53,2,860.41,223
12795.0,Regular,19,1,430.48,312
12797.0,At Risk,366,1,254.03,111
12798.0,VIP,10,3,6977.04,434
12802.0,At Risk,187,1,427.58,112
12808.0,Regular,37,3,483.65000000000003,332
12809.0,At Risk,178,1,489.31,112
12811.0,At Risk,261,3,514.85,132
12812.0,Regular,45,1,229.64000000000001,311
12814.0,At Risk,102,1,125.92,211
12815.0,At Risk,148,2,1063.46,123
12816.0,At Risk,96,2,572.2,222
12817.0,At Risk,281,1,166.04,111
12818.0,At Risk,262,1,1542.08,113
12820.0,Regular,3,4,942.34,433
12821.0,At Risk,214,1,92.72,111
12822.0,At Risk,71,2,948.88,223
12823.0,At Risk,75,5,1759.5,234
12824.0,At Risk,60,1,397.12,212
12826.0,VIP,3,7,1474.72,443
12827.0,Regular,6,3,430.15000000000003,432
12828.0,VIP,3,6,1018.71,443
12829.0,At Risk,337,2,293.0,121
12830.0,VIP,38,6,6814.64,344
12831.0,At Risk,262,1,215.05,111
12832.0,Regular,32,2,383.03,322
12833.0,At Risk,145,1,417.38,112
12834.0,At Risk,283,1,312.38,112
12836.0,At Risk,59,4,2612.86,234
12837.0,At Risk,173,1,134.1,111
12838.0,Regular,34,2,683.13,323
12839.0,VIP,3,14,5591.42,444
12840.0,At Risk,144,4,2726.77,134
12841.0,VIP,5,25,4022.35,444
12842.0,At Risk,70,2,1118.99,223
12843.0,At Risk,66,8,1702.26,244
12844.0,Regular,29,2,325.96000000000004,322
12845.0,At Risk,267,4,354.09,132
12847.0,Regular,22,1,871.54,313
12849.0,Regular,31,2,1050.8899999999999,323
12851.0,At Risk,97,1,135.18,211
12852.0,At Risk,295,1,311.55,112
12853.0,At Risk,135,6,1957.1000000000001,244
12854.0,At Risk,79,3,1324.5,233
12855.0,At Risk,373,1,38.1,111
12856.0,VIP,8,6,2179.93,444
12857.0,At Risk,211,2,1106.4,123
12863.0,At Risk,52,1,521.2,212
12864.0,At Risk,138,1,147.12,211
12865.0,Regular,26,2,1568.23,323
12866.0,At Risk,283,1,559.12,112
12867.0,VIP,26,7,4036.82,344
12868.0,At Risk,186,6,1607.0600000000002,143
12871.0,At Risk,84,2,380.64,222
12872.0,At Risk,327,2,599.97,122
12873.0,At Risk,282,1,374.0,112
12875.0,At Risk,143,2,343.2300000000001,122
12876.0,At Risk,58,2,2218.02,224
12877.0,VIP,4,12,1535.77,443
12878.0,At Risk,236,2,854.99,123
12879.0,Regular,45,3,573.22,332
12881.0,At Risk,276,1,298.0,111
12882.0,Regular,9,2,1463.04,423
12883.0,Regular,25,4,703.47,333
12884.0,At Risk,88,1,309.05,212
12885.0,At Risk,63,3,1175.22,233
12886.0,At Risk,68,2,1378.4,223
12888.0,At Risk,214,2,354.12,122
12890.0,Regular,24,1,380.46999999999997,312
12891.0,At Risk,186,3,331.0,132
12893.0,Regular,31,1,188.14,311
12895.0,Regular,42,2,372.8,322
12897.0,At Risk,205,2,216.5,121
12901.0,VIP,9,28,17654.54,444
12902.0,At Risk,265,1,138.68,111
12904.0,Regular,18,2,509.58,422
12906.0,VIP,12,5,2919.81,434
12908.0,At Risk,176,2,750.0,123
12909.0,Regular,40,5,2178.67,334
12910.0,VIP,23,8,3075.04,344
12912.0,VIP,3,5,1662.3,434
12913.0,VIP,5,5,2483.63,444
12915.0,At Risk,149,2,363.65,122
12916.0,At Risk,139,4,3006.15,234
12917.0,At Risk,128,1,594.0,212
12919.0,VIP,8,6,1335.19,443
12920.0,Regular,17,1,164.23,411
12921.0,VIP,9,37,16587.09,444
12922.0,At Risk,161,1,405.38,112
12923.0,At Risk,64,1,176.97,211
12924.0,At Risk,88,4,933.7,233
12925.0,Regular,5,2,694.05,423
12928.0,VIP,35,5,2062.7000000000003,344
12929.0,At Risk,312,1,117.85,111
12930.0,At Risk,78,2,415.8,222
12931.0,VIP,22,15,42055.96,344
12933.0,Regular,24,3,607.53,332
12935.0,VIP,2,7,2160.7,444
12936.0,Regular,17,4,1063.9,433
12937.0,Regular,15,4,1504.27,433
12938.0,Regular,26,1,114.14,311
12939.0,At Risk,64,8,11581.8,244
12940.0,At Risk,55,2,913.54,223
12942.0,At Risk,131,3,683.9,233
12944.0,Regular,36,2,604.51,322
12945.0,At Risk,288,1,462.95,112
12947.0,At Risk,144,6,1603.99,143
12948.0,VIP,16,7,2064.95,444
12949.0,VIP,31,8,4167.22,344
12950.0,VIP,2,3,1843.0,434
12951.0,VIP,9,6,1064.07,443
12952.0,Regular,6,4,1387.79,433
12953.0,Regular,10,1,329.85,412
12955.0,VIP,1,11,4757.16,444
12956.0,At Risk,306,1,108.07,111
12957.0,VIP,10,8,4017.54,444
12962.0,Regular,7,2,266.39,421
12963.0,VIP,8,8,1856.63,444
12965.0,At Risk,89,1,771.91,213
12966.0,Regular,10,1,160.18,411
12967.0,At Risk,358,2,1660.9,123
12968.0,At Risk,112,1,135.95,211
12970.0,Regular,7,4,452.24,432
12971.0,VIP,4,86,11189.91,444
12974.0,At Risk,198,1,144.8,111
12976.0,At Risk,212,1,738.6,113
12977.0,At Risk,156,1,39.239999999999995,111
12980.0,At Risk,158,9,7374.900000000001,144
12981.0,Regular,30,2,372.21999999999997,322
12982.0,At Risk,243,1,390.54,112
12984.0,Regular,19,1,97.5,311
12985.0,Regular,1,2,1239.38,423
12987.0,At Risk,74,2,558.7,222
12988.0,At Risk,292,1,535.32,112
12989.0,VIP,3,15,6924.110000000001,444
12990.0,Regular,31,3,409.5,332
12991.0,Regular,23,2,503.76,322
12993.0,Regular,23,4,414.76,332
12994.0,Regular,4,3,974.4200000000001,433
12995.0,At Risk,85,1,211.32,211
12997.0,Regular,22,4,1226.89,333
12999.0,At Risk,196,3,455.88,132
13000.0,At Risk,107,3,534.85,232
13001.0,VIP,4,13,9818.82,444
13002.0,At Risk,318,1,120.94999999999999,111
13003.0,At Risk,106,3,149.05,231
13004.0,VIP,12,18,5655.91,444
13005.0,At Risk,174,2,513.7,122
13006.0,At Risk,56,1,81.57,211
13008.0,At Risk,323,1,229.46999999999997,111
13011.0,At Risk,372,1,50.550000000000004,111
13012.0,VIP,9,8,1661.8400000000001,444
13013.0,VIP,1,13,4810.9400000000005,444
13014.0,VIP,11,10,3466.2799999999997,444
13015.0,At Risk,53,5,3346.28,244
13016.0,At Risk,73,3,789.89,233
13017.0,Regular,7,1,204.0,411
13018.0,VIP,16,28,7277.7,444
13021.0,VIP,4,9,2616.38,444
13023.0,At Risk,64,2,689.9,223
13026.0,VIP,1,5,975.36,443
13027.0,At Risk,114,6,6912.0,244
13028.0,Regular,23,2,661.3199999999999,322
13029.0,Regular,31,3,1247.5,333
13030.0,Regular,11,2,799.48,423
13032.0,At Risk,52,2,1010.18,223
13033.0,At Risk,357,1,190.55,111
13034.0,At Risk,55,2,642.77,222
13035.0,At Risk,74,2,921.88,223
13037.0,At Risk,138,3,881.07,233
13038.0,At Risk,80,3,908.46,233
13040.0,Regular,9,2,676.99,423
13043.0,At Risk,273,1,516.42,112
13044.0,At Risk,291,1,560.47,112
13045.0,At Risk,99,1,305.28000000000003,211
13046.0,Regular,31,2,629.31,322
13047.0,VIP,32,10,3237.54,344
13048.0,VIP,14,4,1835.91,434
13049.0,At Risk,64,2,656.6800000000001,222
13050.0,VIP,15,17,5836.86,444
13052.0,At Risk,212,1,348.15000000000003,112
13055.0,At Risk,78,3,1214.41,233
13058.0,Regular,25,3,271.40000000000003,331
13059.0,At Risk,250,1,183.4,111
13060.0,At Risk,254,1,307.53,112
13061.0,At Risk,72,1,248.61,211
13062.0,At Risk,191,1,346.98,112
13064.0,Regular,13,4,1119.49,433
13065.0,At Risk,373,1,205.86,111
13066.0,Regular,24,2,470.8,322
13067.0,At Risk,82,1,115.46000000000001,211
13068.0,Regular,10,2,344.0,422
13069.0,VIP,1,24,4436.12,444
13070.0,At Risk,192,1,228.8,111
13072.0,At Risk,267,1,177.15,111
13075.0,At Risk,130,1,919.61,213
13077.0,Regular,1,4,729.27,433
13078.0,VIP,3,26,12627.94,444
13079.0,Regular,4,5,220.10000000000002,441
13080.0,At Risk,179,1,58.08,111
13081.0,VIP,12,11,28337.38,444
13082.0,At Risk,126,9,3613.63,244
13083.0,Regular,4,2,303.75,421
13085.0,At Risk,158,2,416.08000000000004,122
13089.0,VIP,3,97,58825.83,444
13090.0,VIP,9,14,8910.82,444
13091.0,Regular,28,1,345.82,312
13092.0,At Risk,71,5,477.83,242
13093.0,At Risk,276,8,7832.47,144
13094.0,VIP,21,12,1927.3200000000002,344
13095.0,At Risk,71,1,74.39999999999999,211
13097.0,VIP,33,10,6010.42,344
13098.0,VIP,1,28,28882.44,444
13099.0,At Risk,99,1,207.35999999999999,211
13101.0,At Risk,234,1,101.19,111
13102.0,VIP,1,24,6424.09,444
13103.0,Regular,40,1,243.94,311
13104.0,VIP,3,6,1098.48,443
13106.0,At Risk,133,1,76.5,211
13107.0,Regular,44,4,1531.6200000000001,333
13108.0,At Risk,373,1,350.06,112
13109.0,At Risk,60,2,786.54,223
13110.0,Regular,31,7,1488.67,343
13113.0,VIP,1,24,12245.960000000001,444
13115.0,VIP,12,4,2294.78,434
13116.0,At Risk,138,1,501.14,212
13117.0,Regular,22,8,984.91,343
13118.0,Regular,20,5,1197.81,343
13120.0,At Risk,239,1,30.599999999999998,111
13121.0,At Risk,269,1,283.73,111
13122.0,At Risk,94,2,922.39,223
13124.0,At Risk,90,3,3866.33,234
13126.0,VIP,5,8,2099.64,444
13127.0,At Risk,78,1,259.17,211
13130.0,At Risk,94,1,64.0,211
13131.0,Regular,23,3,1073.3,333
13132.0,At Risk,262,1,77.3,111
13133.0,At Risk,274,2,109.8,121
13134.0,At Risk,86,4,1793.58,234
13135.0,At Risk,197,1,3096.0,114
13136.0,At Risk,56,5,2607.61,244
13137.0,VIP,11,8,3650.41,444
13138.0,Regular,22,6,962.39,343
13139.0,VIP,16,7,5064.94,444
13140.0,At Risk,108,3,423.72,232
13141.0,At Risk,85,5,2388.75,244
13142.0,Regular,19,1,307.09,311
13144.0,At Risk,333,1,110.95,111
13145.0,Regular,40,4,618.52,332
13146.0,Regular,26,1,228.91,311
13147.0,Regular,10,4,712.8000000000001,433
13148.0,VIP,29,12,3707.12,344
13149.0,VIP,14,4,1676.06,434
13151.0,At Risk,296,1,1257.8700000000001,113
13153.0,Regular,6,1,486.22,412
13155.0,Regular,33,4,971.76,333
13157.0,Regular,49,4,1741.22,334
13158.0,At Risk,95,4,1201.06,233
13159.0,Regular,9,4,1437.85,433
13160.0,Regular,22,1,91.8,311
13161.0,At Risk,313,1,112.75,111
13162.0,At Risk,122,4,1688.29,234
13165.0,Regular,46,2,1021.48,323
13166.0,At Risk,283,1,417.2,112
13167.0,Regular,19,4,791.33,333
13168.0,Regular,36,4,1319.19,333
13169.0,At Risk,64,2,712.88,223
13170.0,Regular,27,1,116.00999999999999,311
13171.0,Regular,22,3,468.41,332
13173.0,Regular,4,2,353.65,422
13174.0,VIP,16,3,2817.03,434
13176.0,Regular,46,1,492.84,312
13177.0,At Risk,65,1,282.45,211
13178.0,VIP,26,11,5725.47,344
13182.0,Regular,45,1,121.18,311
13183.0,VIP,8,9,3957.78,444
13184.0,VIP,15,10,1701.29,444
13185.0,At Risk,268,1,71.4,111
13186.0,Regular,40,3,1575.89,333
13187.0,At Risk,337,1,236.02,111
13188.0,Regular,11,1,114.60000000000001,411
13189.0,Regular,19,2,260.68,321
13192.0,At Risk,95,2,911.94,223
13193.0,At Risk,61,1,117.88,211
13194.0,At Risk,136,1,60.7,211
13196.0,VIP,11,4,1797.78,434
13198.0,VIP,10,6,3401.2400000000002,444
13199.0,VIP,4,38,9817.12,444
13200.0,Regular,19,4,870.09,333
13203.0,Regular,10,4,869.46,433
13207.0,Regular,15,2,250.26000000000002,421
13208.0,At Risk,59,6,1223.9,243
13209.0,VIP,30,8,5891.61,344
13210.0,At Risk,94,1,353.48,212
13211.0,Regular,10,3,1197.42,433
13212.0,Regular,20,3,788.08,333
13213.0,At Risk,57,5,1520.58,243
13216.0,At Risk,268,1,333.74,112
13217.0,At Risk,122,3,533.98,232
13218.0,At Risk,127,1,62.63999999999999,211
13220.0,At Risk,78,4,819.2900000000001,233
13221.0,At Risk,240,2,847.41,123
13223.0,At Risk,200,2,163.20000000000002,121
13224.0,At Risk,60,2,2155.95,224
13225.0,VIP,3,7,6463.84,444
13226.0,At Risk,273,1,108.21000000000001,111
13227.0,At Risk,202,1,257.7,111
13228.0,At Risk,81,1,358.0,212
13229.0,At Risk,226,1,160.95,111
13230.0,VIP,4,14,2806.97,444
13232.0,VIP,13,7,1357.6,443
13233.0,At Risk,74,2,605.12,222
13235.0,At Risk,212,1,1031.07,113
13236.0,Regular,25,2,744.85,323
13238.0,Regular,17,4,700.73,433
13239.0,At Risk,262,1,329.56,112
13240.0,At Risk,96,4,663.65,232
13242.0,At Risk,112,3,270.40000000000003,231
13243.0,At Risk,203,1,600.07,112
13244.0,At Risk,93,1,121.74000000000001,211
13245.0,Regular,51,1,430.5,312
13246.0,VIP,18,6,1987.3,444
13247.0,Regular,18,4,501.12,432
